id,Content,Time,Category_1,Category_2,Category_3,Category_4,Category_5,Category_6,Category_7,Category_8,Category_9,Category_10,Category_11
R_0jKmwWAIbFXSJsp,"I have emailed the bike locker folks a few times since I was hired a year ago. NEVER heard back. I assume they don't truly care if I get a bike locker and then bike to work. I find that that the bike support here is terrible lacking. On top of that with no showers in building and no locker (I""m a gal---need to look professional, as I'm also an APP provider in a clinic)--pretty dismal to bike 10 miles through traffic and get ready for work on time without having to leave so much earlier in the morning to make it not worth it. If I get a flat tire on the way--I will be late and grimy for clinic and patients. And I have no help. Also, I find Marguerite not helpful. I can walk faster from the garage to my Cancer Center building than take the shuttle. Would be nice to have a service like Google does, where I can get on a Stanford bus in Mountain View and get to work. I'd bring my bike and bike home in the evenings----or I'd take the shuttle back home if Stanford allowed those folks that use this service to leave on time from work, no metter the whim of others.",10/14/13,Bike,Marguerite,,,,,,,,,
R_8qpZEZuBkJRSp9z,"Additional carpool parking for off peak hours would be nice. All of the carpool parking is taken up and the lots are filled to the brim by 10am, not including valet. If it was possible to have dedicated parking spaces for off-peak work hour commuters, I think more people would be inclined to start so they do not have to give their keys to the valet. /  / Due to construction on Welsh road, a temporary increase of biker rule enforcement. Multiple times many people have been bullied out of the way by bikers that refuse to walk their bikes on the temporary path provided next to the construction. I was going to call about this but this will do.",10/14/13,Bike,,,,Parking,,,,,,Other
R_ab21WCuD9CZVfwN,Didn't know there was a folding bike subsidy! I'll look into this! / ,10/14/13,Bike,,,,,,,,,,
R_38BI8fQlTGI5wgZ,"My public transportation commute from work to home takes about 40-45 minutes whereas it takes me 9 minutes to drive. I live 3 miles away from my work station on the main campus, but because there are no efficient transit routes between home and work, I am driving alone more often. The mismatch in times between Marguerite's arrival at Caltrain and Caltrain's departure, and the fact that I can only take trains that stop at every stop since I live by the next stop (Menlo Park), combine to make what should be a short commute much more lengthy. I strongly recommend creating more Marguerite routes throughout the local community for those of us who live closeby but do not take public transportation due to this inefficiency. ",10/14/13,,Marguerite,,,,,,,,,
R_8CVAohi4roSIVaB,ARDENWOOD PARK AND RIDE NEED MORE SPACE FOR PARKING. HARDLY HAVE PARKING FOR COMMUTERS CATCHING THE 730AM LINE U BUS. VERY STRESSFUL TO FIND PARKING IN THE MORNING. THERE IS JUST NOT ENOUGH SPACE. ,10/14/13,,,Other transit,,Parking,,,,,,
R_0fbW8kYBiEIMCm9,None. I would encourge management to be open to telecommute option.,10/14/13,,,,,,,,,,,Other
R_cImIRgW2nu46p7f,"I work at SLAC, where parking is still free.  As a result, we don't get the Eco Pass, Go Pass, etc. that are funded by campus parking fees.  Still, a Department of Energy National Lab should make some real effort to save energy used for transportation and encourage alternative transportation among its employees.  How can we do that?!!!",10/14/13,,,Other transit,,,,,,,,
R_0keNjjuf1bTllUF,If Marguerite had more frequent shuttles from Porter Drive to campus I would never drive my car down to campus. However the shuttle takes about an hour each way typically including wait times.,10/14/13,,Marguerite,,,,,,,,,
R_bphPLLzK819LVXf,"It would help if the Marguerite Shopping Shuttle that travels up and down El Camino were to run all day.  I, and many other postdocs, live on El Camino between campus and San Antonio Rd, and I would gladly take Shopping Shuttle to and from campus if it ran all day instead of only after 3pm.",10/14/13,,Marguerite,,,,,,,,,
R_5iP2uChTa8JSoMl,Post docs should be able to get Ecopass and Go pass!,10/14/13,,,,Commute Club,,,,,,,
R_bjCJPmodgpJ3DqR,Parking permit situation for residents sucks ,10/14/13,,,,,Parking,,,,,,
R_1FwEQSh8OmOtwnH,I think increasing the amount of the Clean Air Cash incentive to $40 could boost the program.,10/14/13,Bike,,,Commute Club,Parking,,,,,,
R_2rUrmqig207HL7L,Marguerite shuttles could be better synchronized with arriving Caltrains. Often I have to wait 10-15 minutes at Palo alto to come to the campus. Expecially with the P line. ,10/14/13,,Marguerite,,,,,,,,,
R_6Puj6K6hBNAc0fj,It is a terrible shame that the Go Pass is not available (even for purchase) to postdocs.  We are the people most likely to have to live far away from campus to afford housing and we are also the people least likely to be able to afford Caltrain.,10/14/13,,,Other transit,,,,,,,,
R_54rKfoBQVfsYdMx,"Some sort of discount on a folding bike would be incredible. I do worry about not being able to have a seat on Caltrain due to the bike limits. Also, I am so tired of the Marguerite coming at unreliable times. They need to wait to leave until the time designated on the schedule. Especially if they leave 5 minutes early, I often leave work a little early to catch the shuttle, and if I missed it due to their leaving early... it's very upsetting. More of a discount on the Caltrain parking would be outstanding for those commuting a considerable distance, but I understand that may not be reasonable.",10/14/13,Bike,Marguerite,,,Parking,,,,,,
R_6Ql51QQzBrE37lX,PLEASE extend the Go Pass to postdocs!!!! It is a great struggle to support myself living the Bay Area on my postdoc salary. I can see no reason why we are not included in this program.,10/14/13,,,Other transit,,,,,,,,
R_3OEG01mhTL22pmd,"I wish Go Pass was was available for employees that live in the Stanford area code as well.  If it could only be used for commuting to work I would understand, but since it can be used for personal reasons it would be nice if it was a perk offered to everyone.",10/14/13,,,Other transit,,,,,,,,
R_0B2SpoKJ6jdmCsl,GO PASS FOR POSTDOCS!!!,10/14/13,,,,,,,,,,,Other
R_bDFg8CdPKdJI4q9,"We need more regular shuttles to and from caltrain in redwood city OSC, running earlier and later. there are quite a few people that would be more inclined to use this alternative transportation, if there were more choices of transportation to and from the caltrain.",10/14/13,,,Other transit,,,,,,,,Other
R_1zPN3ubXTJ9lzO5,"There are many of us who commute via the Margarite from the East Bay.  Our biggest concern is that we seem to experience different drivers, especially new drivers, who do not get us to work on time.  This is a big problem for staff.  When we have a good driver for 6 months, he's moved on through the system and we start anew.  This is extremely undesirable. ",10/14/13,,Marguerite,,,,,,,,,
R_5uo0ALZiz3aErJz,More Marguerite Bohannon evening options (later) would be nice.,10/14/13,,Marguerite,,,,,,,,,
R_1A2T8of1kXeSAhT,It would be great to advertise the many programs that are available. New-hire orientation does not cover this information and it would be helpful to learn more about each program.  Thanks.,10/14/13,,,Other transit,,,,,,,,
R_87XjY9Ilr6Qdu1D,"I love the Eco and Go Pass. On the days I do take the train, having the pass is comforting.",10/14/13,,,Other transit,,,,,,,,
R_5mu7lyYgU33WX9r,No comments,10/14/13,,,,,,,,,,,
R_d0Y2bJLs7zl0MMB,"Really appreciate all the bike-friendly infrastructure, incentives, and the broad reach of the Marguerite shuttle. I probably would drive my car to campus otherwise.",10/14/13,Bike,Marguerite,,Commute Club,,,,,,,
R_eRlSqQtznePdsix,Having to wear a suit and tie without showers at Page Mill road make bicycle commuting impossible. ,10/14/13,Bike,,,,,,,,,,
R_23tjpIa55chEoYZ,"Ideally, the transportation benefits would be made available to temporary employees, who are typically paid less and therefore could use the benefits more.",10/14/13,,,,Commute Club,,,,,,,
R_2mnEXAlItDD4BZH,"Stanford University needs to address the urgent need for a safe place for bikes to ride awayAWAY from walkers and cars.  I find it very dangerous when on campus having all of these bikes zoom around me.  Also, there needs to be more street lights installed on campus in order to see the bikes riding in the dark.  One of the reasons I don't go on campus much in the evening is because I find it so difficult to see the bikes and I don't want to accidentally hit anyone.  I think this is a huge problem at Stanford that goes so unnoticed.  Please establish a bike lane AWAY from walkers and cars.  Thank you.  This would be such a wonderful thing for all involved.  I realize it would be quite the undertaking to structure this but it truly is very important for all.  Thank you! :)",10/14/13,Bike,,,,,,,,,,
R_0kc7TveWUVlehWB,I am not sure how commute option information is disseminated - I have only been at Stanford for 9 months and did not have a formal orientation.  I do get e-mails from P&TS and have learned some from those.,10/14/13,,,,,,,,,,,Other
R_cOrOxHgyarQjRaJ,"If Stanford had a parking lot at the 22nd St. Caltrain station, or shuttles that went to 22nd street, a lot more people would ride Caltrain instead of driving. As is, all day parking at 22nd street fills up by 9AM, so unless you commit to going really early or you live nearby, you drive in; And you don't take the bus to the 4th and King, or 22nd St stations, because it adds at least 20 minutes to your already super long commute. ",10/14/13,,,Other transit,Commute Club,Parking,,,,,,
R_7NXzMYeYwRm0EbH,"I do not take the bus to/from work because I work 3p-11:30p and the shuttle goes to Ardenwood in Fremont. I do not feel comfortable parking/walking that area late at night. The Ardenwood is also far enough away that by the time I get there, I might as well just drive myself.  I prefer the closer U-line bus-stop at Liberty & Walnut  but that one is not accessible at night time and I can never seem to locate the daily or afternoon schedule which includes this stop. For some reason, the stop does not appear on the schedule but I do know that the bus stops there.",10/14/13,,,Other transit,,,,,,,,
R_byjvQkLzdmfrBv7,my only complaint is that the shuttle buses at heavy commute times ( such as in the morning between 7-9AM ) are cosistently over crowded...need more buses at these time and limits on # of passengers; otherwise think the systems and options here at SHC are great.....really like the Commute Club and taking the train!,10/14/13,,Marguerite,,,,,,,,,
R_bBFcZOSPFAJKS7b,I would take the Caltrain if the Go Pass was offered to postdocs.,10/14/13,,,,,,,,,,,
R_0lcIxj0AjjC6EJv,Might want to offer discounted bike maintenance for bike commuters from the campus bike shop,10/14/13,Bike,,,,,,,,,,
R_3a5IpLuQsFuCDoV,"at some Caltrain stations there is a parking fee, would be helpfull if along with Caltrain pass there was a parking pass. ",10/14/13,,,Other transit,,Parking,,,,,,
R_5v7JJz4SsNBWH8V,I park at Stockfarm PS 5 - there use to be a shuttle I could take back and forth from the parking lot to the ED and now it's not available d/t road construction - there needs to be a safe and secure transport to and from the parking lots to the hospital during bad weather and when I get off work at midnight - it's a horrible inconvience!,10/14/13,,Marguerite,,,Parking,,Walking,,,,
